TIME,OIL_PRODUCTION,WATER_CUT,GAS_OIL_RATIO
194,624071.221470609,0.056728282765169814,1532.4734696016296
195,626171.0485991831,0.03394615779624256,1590.3013315845108
196,628012.1153584732,0.06344423929711435,1473.1425850872515
197,629769.7090829797,0.060274366472904094,1532.467494337757
198,631863.005476664,0.05717785636362865,1551.933506981404
199,633691.2337210639,0.05236539032462985,1510.0912137580658
200,635533.641874967,0.06804998139183764,1496.089747720154
201,637297.7918431474,0.05072454827607491,1448.3491250785305
202,639204.4221488523,0.05434911704047199,1420.5620296197126
203,641010.69059339,0.07193948005240203,1448.9839649876467
204,642836.6647134558,0.06218783172838275,1548.958380053966
205,644600.9905963463,0.0724013636934697,1482.754201477675
206,646277.3326071554,0.023667310166456658,1501.6484797851533
207,648249.3646749302,0.054636870639191135,1459.6234594335742
208,649902.2832394714,0.0592781657930689,1551.2603725012211
209,651718.7692736356,0.06881408000115466,1415.526553989037
210,653409.0672904219,0.06820270267919747,1518.8385541740076
211,655156.6679352662,0.06170045094457207,1462.6312755833478
212,656747.6967260216,0.07044088377171157,1439.8707395707834
213,658497.4047664271,0.06471948550837496,1570.9883686572025
214,660209.782617452,0.05032083914645529,1466.2743551913013
215,661964.4251651578,0.05500640883139851,1527.757180048915
216,663701.5689974406,0.07950254010078786,1511.1681737169363
217,665322.6548050407,0.058777306122937044,1408.0945928943356
218,666846.6152410053,0.06941371333569478,1474.873874636985
219,668514.3088025433,0.04714818981784144,1497.8887887355013
220,670100.2197453444,0.08676915284372888,1506.878759528029
221,671665.0794764599,0.07633130034047142,1459.0196960089534
222,673417.307782401,0.06391666800898758,1478.4178770773992
223,675049.0510576892,0.08514021761987992,1513.83517590057
224,676762.6076742309,0.07073358873183629,1546.6563801213208
225,678529.6184625473,0.06603109978672243,1509.9496176651262
226,680078.5999288777,0.05962478907289,1511.9755730124475
227,681591.7854563482,0.06382739830548709,1549.037632806967
228,683209.2752457684,0.05618060904128554,1459.1246327922186
229,684791.3190110298,0.05499286756038481,1463.7141648290697
230,686266.8863671584,0.07343149704330706,1434.2665770931005
231,687944.7337617555,0.056030579785817,1448.8596915203873
232,689406.2865298188,0.06109928535339235,1531.137681008937
233,690901.5192990561,0.06675294008610874,1544.4032183352506
234,692419.7578344203,0.05486515084745548,1412.5682097906479
235,693805.4326907431,0.06928679171631412,1516.564425063128
236,695556.455059532,0.04950996305979234,1494.3820783341998
237,697127.4148278951,0.05817164365912934,1518.5974322195796
238,698642.8485176865,0.051741079406114304,1573.6657907929084
239,700072.0285026544,0.07113229383768319,1560.7994924237687
240,701525.7768840942,0.07185570402950196,1507.7978838808106
241,702966.0595805327,0.09163398594501393,1476.035158315772
242,704479.4761414933,0.08131322923742634,1453.2692501210838
243,705937.2682003562,0.0814796365227886,1524.2538000660584
244,707668.1897612334,0.06142817480541328,1523.60600569196
245,709284.0581028076,0.06266233392772072,1516.807279022871
246,710720.9738626095,0.08004661046335078,1513.2703330777852
247,712120.8980749355,0.07856080115534195,1583.0534960411298
248,713614.944295653,0.0861950259477928,1497.243354258768
249,715117.0109437256,0.0803126595461324,1493.266756703442
250,716531.787155692,0.05355484072405123,1507.0772428204646
251,717980.1862787306,0.08773528931721214,1535.8562776415852
252,719438.4877673583,0.05481819871217045,1475.7258573111105
253,721046.1131935655,0.06994476178521838,1504.6560139981345
254,722285.6290358317,0.07631796207787593,1558.5403659234937
255,723664.7889473307,0.07603960930379258,1563.8424481986328
256,724904.7422226059,0.07790838881316675,1573.7644849675182
257,726335.0884039755,0.08072511915254467,1575.7261592682464
258,727762.7734961495,0.06521306672521146,1523.590475883414
259,729313.822978621,0.0625056694665134,1486.2307062900463
260,730545.5216670978,0.09445751973751644,1485.119193367397
261,731945.8830310502,0.08121329312204709,1447.0371729972567
262,733397.732363046,0.08547956224202322,1433.5280211566446
263,734839.4142044784,0.06989772388346342,1649.5016381285695
264,736410.0515203977,0.06914241034256757,1500.1917610388416
265,737829.599535158,0.07071827616894459,1527.1678168060726
266,739075.8278581684,0.09409369785902433,1478.379514604737
267,740392.3212461589,0.054469862998184904,1491.5254830749427
268,741700.8528069799,0.0757245724255692,1479.8261279942085
269,742957.7372323633,0.05771606869247053,1559.452459223227
270,744259.0247586177,0.06471648867884433,1490.1045928189533
271,745606.5877177074,0.07716736608337632,1554.556286320613
272,746786.1023632853,0.08561489282620201,1530.7786590185196
273,748116.5822068192,0.05501321301485984,1404.8057382565348
274,749403.7078614183,0.07342027677052826,1429.2494300649062
275,750721.0727192372,0.05600977275531687,1548.4873668586292
276,751925.8725523847,0.07561012598964979,1504.507917468793
277,753391.4375679159,0.06402359775081021,1482.9821576785014
278,754567.5237832686,0.07168934465106012,1441.1183931597766
279,755811.6450478403,0.0768998557412783,1480.5178035998504
280,756978.9465681836,0.10289710932525746,1518.7787483748539
281,758167.7681536956,0.07822444750561389,1440.5787172736502
282,759145.9587210147,0.08243591926479878,1488.6672906252861
283,760307.3499012415,0.06797066165490502,1453.973626918765
284,761336.9736912962,0.06326957575312823,1498.7536105959234
285,762424.9974815615,0.07467292424851384,1553.845822931736
286,763601.568113945,0.07405565116552174,1428.2787456361643
287,764609.5233780039,0.07384171560010618,1518.3165812786576
288,765869.4611119915,0.08194871977892995,1497.135697632841
289,767093.242328022,0.07654900649158809,1614.0517612999215
290,768344.5566283077,0.0644408945902152,1556.6774499085723
291,769453.6691877827,0.07688479554779606,1531.8687835563999
292,770822.656674125,0.06902290094007126,1444.3502742088958
293,772153.9380968057,0.06891620029739912,1528.4429616836903
294,773191.2141283659,0.06223577124266823,1550.4140900484042
295,774608.5195210467,0.09483834416056512,1442.4814705621375
296,775633.2081738518,0.07227239229321003,1531.7160587327799
297,776844.9830569562,0.09778824692926176,1490.210292505388
298,777847.3196539572,0.08590016103240952,1525.1879298331064
299,778980.7382228286,0.07519783061962612,1536.6526730647856
300,779946.268885981,0.09455948892804442,1578.197450912684
301,781189.0053573354,0.07136109097561881,1521.3308699254226
302,782391.6639074899,0.08758342695081756,1514.486648616914
303,783650.5802645354,0.0819937443180115,1533.9201859545901
304,784626.0781771442,0.08776779664744866,1540.6367968831612
305,785664.3428559033,0.056826239729556194,1426.0698548733014
306,786646.6229245481,0.09147496876657821,1590.9522203139559
307,787744.4775136552,0.08494823310874255,1561.7519788128504
308,788885.9511229112,0.08512927802911822,1526.4680912141691
309,789855.071868978,0.08636248987277172,1535.0064943338966
310,790952.965298291,0.07743041785712403,1429.5518068361926
311,791940.0047223688,0.07247472672685576,1466.4856841830267
312,793218.5461358572,0.08634122764947724,1459.9558042939213
313,794234.7343696408,0.09155424197670893,1440.8373325683608
314,795384.5687024227,0.09578129962887116,1477.7419898123217
315,796197.4095963764,0.07031911183546667,1499.2882930177575
316,797285.8470672067,0.08474593436133167,1572.651593814509
317,798392.1999700142,0.0794389762507191,1575.2297096499594
318,799386.2802607542,0.08598421532973259,1490.3130491967247
319,800476.4834291557,0.08544657603512325,1483.1087642090354
320,801414.7307725367,0.08715997185791668,1471.3492025995877
321,802450.741722224,0.09868436627492176,1484.1898202710042
322,803423.2109209154,0.06925698265755369,1492.5054495331326
323,804477.7478994605,0.08282694970963198,1544.2124993211942
324,805486.6421412188,0.07879728261067818,1449.1344868994609
325,806538.4170914307,0.08371960169027455,1529.2461968185544
326,807518.385456727,0.09107871453433987,1429.3131959772036
327,808499.9646524094,0.08020920510997287,1473.8915567649397
328,809531.8198557608,0.08774618214292496,1497.4824670936578
329,810454.7131688892,0.08710587689548757,1572.7846362644723
330,811407.3030058695,0.08634104654950814,1561.1154831958384
331,812618.764553167,0.09828745018782926,1528.2584897956642
332,813559.3610956736,0.07512531775408625,1542.6339896906175
333,814369.3333013664,0.07206738734492114,1505.4451860201186
334,815290.7268729412,0.0711780445264109,1467.665360832647
335,816068.5016925703,0.09501532740387665,1448.2814921719828
336,817017.9862700528,0.07200328460342145,1582.0897772653534
337,817709.6618546831,0.11128320511932402,1435.5872334463581
338,818793.1604965979,0.10964165592510729,1609.8551586765302
339,819854.099052042,0.09912866156147246,1524.2903749852635
340,820716.639556953,0.08987019950483963,1520.1432258051793
341,821596.288770704,0.0922384616788495,1464.1471717283155
342,822594.998146276,0.08949337028733234,1484.4212834778452
343,823406.8996542031,0.10183326452011748,1487.9510403694244
344,824146.460956673,0.1063745135354881,1552.092284719334
345,825040.6594010293,0.06877167526624517,1506.4428588116796
346,825976.9265262992,0.09915132055106163,1556.588462074757
347,826854.9495868253,0.0710473936535468,1493.0688670593904
348,827729.9527495392,0.08994107425083785,1474.5833533299262
349,828651.6601463374,0.08165515026894822,1482.5284617031914
350,829599.270264623,0.09657077725806376,1521.7969038382375
351,830624.6847360838,0.11301184521101325,1504.7859254013051
352,831436.2460905751,0.09743394702209118,1537.9757454937799
353,832327.6574627691,0.0748265030343483,1498.9391670333823
354,832991.3128593737,0.08654932895470188,1415.6000942259452
355,833885.5805797323,0.10235834155993549,1558.7246952072264
356,834702.3489534209,0.10350858690261638,1453.9775884897576
357,835284.530993374,0.09899344053383428,1414.2464002717475
358,836269.5253061897,0.10265233012687196,1562.2925484231325
359,836973.8244123583,0.08762167886489514,1399.364252165877
360,837787.9183729204,0.08203587532317423,1540.5117273968906
361,838659.7457021701,0.09089848241421546,1426.0192246412998
362,839431.4533147387,0.10373239805558869,1525.557812147355
363,840124.4918732528,0.10520655495599904,1439.525103857179
364,841056.6567405035,0.09776879984984324,1504.3474913460261
365,841830.7559554462,0.09488036793465755,1522.9768061468376
366,842646.6165412667,0.09163278918587991,1357.5306721625225
367,843400.2280003357,0.09823753158258759,1516.356411954053
368,844057.0326327196,0.08220009081941351,1556.3448189547212
369,844721.218542944,0.10332945977815382,1511.1796618537069
370,845484.5447816269,0.0943015193563737,1442.6810381785003
371,846227.6399387761,0.08666718751945643,1581.6600813812545
372,847031.0129739105,0.09779792927334024,1531.7602462293778
373,847741.2904812152,0.07927748344011404,1497.5240825155824
374,848489.5683955194,0.1129027062884802,1556.234741853536
375,849247.7879805532,0.09076954029058483,1446.3727113784048
376,850047.5695305072,0.08840409922703027,1529.0175171132205
377,850742.7997674692,0.10311214366416266,1338.497059130746
378,851314.6840081124,0.1071727421693872,1555.153016827386
379,852095.0372177629,0.08995247065990046,1518.1490314203832
380,852770.0190095602,0.11462890965492004,1431.467204201849
381,853476.7232870328,0.09468814006332273,1535.483041051254
382,854323.0537391499,0.0942682296089729,1561.0657300477224
383,855086.4637350392,0.08372154799371928,1543.2812431677446
384,855737.3185592216,0.09802307855858809,1456.236387782501
385,856551.9471799737,0.08558515994677465,1544.502784102322
386,857274.1953797095,0.10537955227831897,1540.5240514097275
387,858095.4821824572,0.09176123526292128,1572.1441257656168
388,858874.9766554281,0.11508493025709188,1539.1465996877982
389,859549.8993444404,0.07697818560201183,1488.9627913376044
390,860183.0315506659,0.0813688306584216,1504.1973481915013
391,860730.0545668813,0.10269877813772728,1612.0355260544225
392,861404.8425846393,0.10365780826145447,1514.017982207162
393,862133.5384870102,0.10660190219170597,1553.915668503063
394,863053.6566044902,0.09760346239779896,1511.2805987528943
395,863712.2117549824,0.10231851226802904,1521.3530256594267
396,864318.2822091547,0.09571236890363624,1442.640142108086
397,865113.8137900442,0.08885835238709344,1517.845160927949
398,865771.2244686461,0.09677032595269999,1614.3226148257543
399,866519.9840925147,0.07624655868608718,1426.9072031127557
400,867195.6340108758,0.11915677591519286,1458.821679927281
401,867901.7197736418,0.10002959713333494,1553.5457216627792
402,868666.4864879545,0.08564458210725943,1467.5559709226734
403,869304.18087475,0.0985995176024568,1602.9308610064525
404,870135.853297791,0.11054579495438253,1474.2759825563928
405,870801.1606124294,0.09894034394277564,1538.7393423968285
406,871416.0390615736,0.11058278705037057,1470.1375948179789
407,872111.4874427841,0.09568603224465543,1509.5259507208623
408,872725.0962513008,0.11004236661572706,1579.2789131294237
409,873267.4939884596,0.10105672208885567,1483.661619105282
410,873844.9362228643,0.10067442517607203,1489.6922771012007
411,874538.7461642481,0.0886580627330645,1569.8682845570897
412,874946.2348959092,0.08371821121371566,1514.9412735123958
413,875604.66024108,0.11056353135289906,1560.1369961942783
414,876195.4531546304,0.10049990935432257,1507.8324299744752
415,876775.7648462441,0.11980100644743724,1519.4506420739897
416,877197.8445230528,0.10517512722238224,1534.6463215339381
417,877778.3505521762,0.09549122774878992,1509.0525564034206
418,878391.2327519215,0.10825389291359913,1465.6887292972526
419,878916.4667712647,0.0851635977666778,1379.7777473314927
420,879484.9355153444,0.11728775589295581,1434.5652648184557
421,880147.6850548185,0.09534785197987289,1420.1012144558172
422,880725.9113860495,0.11658380781600379,1423.6665525460196
423,881418.8064194933,0.09983607411574254,1495.76597314225
424,882078.0470737133,0.10246831783465246,1504.713527899433
425,882656.7634863141,0.11524290397467435,1478.2125866994684
426,883349.7879283725,0.13637807214376207,1463.578709131732
427,883992.8171302922,0.09341988882650475,1469.8067179843106
428,884445.913048979,0.10224128339873809,1516.6544716304097
429,884785.748271556,0.09764436587786694,1486.7864420447115
430,885499.4219025952,0.11414259764375924,1548.312072709201
431,885996.9798415267,0.10778025605419285,1450.7523342951279
432,886600.2039463567,0.09346675614486416,1577.084848082048
433,887182.2085816935,0.10505291750042588,1523.2653995192536
434,887517.4391709447,0.1239298511084209,1589.6481822444578
435,887947.9733666976,0.10738086760398151,1565.5264649376477
436,888681.3318997391,0.12368935069302685,1513.7627011595223
437,889311.2723482543,0.11008899766154416,1520.1835232240296
438,889893.5177676299,0.09362909212434248,1484.6404604326547
439,890354.9425759229,0.1196212853721528,1411.959417346106
440,890954.5933995018,0.10540130987771693,1551.8297634174771
441,891533.8454674869,0.09223988352059269,1522.8326271554727
442,892097.951853388,0.11867669022497755,1456.237296088093
443,892606.0026161753,0.11739613978577906,1474.7142384387942
444,892994.9369880151,0.11275787720040975,1510.7642490039814
445,893459.9491122308,0.1127903292984218,1495.4577407171787
446,893986.1605479359,0.12027122714735577,1490.079968805847
447,894534.4439399382,0.10764251080499332,1545.0853586646033
448,895134.5674665265,0.12667661324884072,1534.4655500840013
449,895735.9036596443,0.11198587483715676,1434.3472515434084
450,896350.3510588155,0.12058919721580987,1530.6467465899882
451,896949.1345270972,0.10397952261109301,1470.624599489649
452,897344.8340307897,0.11207592019137409,1540.2953054197812
453,897663.1834913868,0.13019973560536435,1486.5097401991397
454,898036.4488186042,0.0982269544239703,1472.6332614429662
455,898615.7883396276,0.09694800707286037,1492.345146519801
456,899171.8625067542,0.13081982596781758,1538.742790751729
457,899687.7418421486,0.10645848341756597,1471.0200325019214
458,900148.9101397673,0.1157289772732403,1436.846969246101
459,900730.4420366898,0.09917380049942945,1491.5707790207498
460,901154.2866215156,0.12609141557718936,1487.964744178081
461,901765.6478246489,0.1105260230723802,1498.1640596262705
462,902317.1638963723,0.12634860343515641,1508.4753657268693
463,902846.15265631,0.10484514569859582,1508.615619016538
464,903197.9314385534,0.1208129718006491,1484.3613704259067
465,903440.0610565881,0.09517363725923472,1493.9696676247897
466,904064.1305137563,0.11666711969960322,1495.643342704878
467,904673.3288651729,0.10872461186656729,1428.3065272943184
468,905331.8228054037,0.08793644729275749,1445.2661103187374
469,905522.2665567172,0.11268749023967761,1448.2465641903975
470,905786.2606086968,0.11036117575846696,1473.9745704813604
471,906098.0504485926,0.10413096048378666,1599.8042133605963
472,906490.9781387714,0.10784624356797883,1502.7408222417034
473,906869.8395484892,0.12135728134928743,1575.4333623153536
474,907412.0762547934,0.11686849881352752,1535.6376184610394
475,907852.4151876454,0.1180066225443924,1474.7286968841206
476,908141.6004041283,0.117806185704558,1561.0093482404795
477,908679.0014641505,0.12197143214258067,1512.8789881394616
478,909083.8083229268,0.11454766975392551,1435.7471040929556
479,909576.1342231603,0.12884587356642924,1440.0968065733134
480,909956.3093435009,0.11046571612142958,1563.8429179753498
481,910362.078427175,0.11545861795331419,1508.9905315291219
482,910817.4025706452,0.11300991569896207,1464.5532025112095
483,911159.0773520484,0.12579268931388032,1457.8451210492767
484,911413.8599979589,0.10120267187712824,1571.2147721234512
485,911919.3537459308,0.10565747229873655,1493.0216956365769
486,912478.1253558652,0.10381002511908544,1441.1424977297738
487,912765.0990516208,0.13050318600138694,1458.0762546730057
488,913225.8239118911,0.11764857966789492,1577.7888932535384
489,913764.7266212972,0.11327378910215954,1578.8286860070918
490,914380.3617902768,0.09605962952673215,1446.7033609526613
491,914866.8266625894,0.13640716381376655,1427.5323960734584
492,915428.9714117035,0.11605561236817732,1393.0818413400584
493,915781.7878873791,0.11865956929018225,1439.5445673737097
494,916126.8597059001,0.12823415525390733,1528.6454284461452
495,916595.9365081186,0.11166004026922818,1511.834704437664
496,917005.9949538225,0.13820117303383994,1457.5663768191423
497,917423.5012993958,0.10069764171197279,1494.3230108813368
498,917798.1213866884,0.11538259566332336,1445.8588550411735
499,918159.2543917744,0.13269595454416222,1491.7970110201368
500,918438.0244673691,0.11226046940028284,1560.9161938095676
501,918802.0341097768,0.12307300609374651,1500.6324852566927
502,919186.8460277856,0.11742390684848408,1490.016927008653
