DATE,WELL_NAME,Oil_Rate,Gas_Rate,Pwf,Flow_Rate
2020-01-25,Well_A,6081.597783258394,7113.727723443288,2440.846732808566,4009.388372051641
2020-01-26,Well_A,5975.011518691287,7287.595460142325,2433.025678198279,3929.893075304567
2020-01-27,Well_A,6052.719637511719,7105.583085209322,2546.1498905332137,4002.9232152728905
2020-01-28,Well_A,6054.371475036159,7279.895671342342,2517.8407565493735,3998.3993294618303
2020-01-29,Well_A,5994.300989702731,7164.518806264447,2476.1550366288698,3960.4205628220607
2020-01-30,Well_A,5957.375920258279,7290.243463906415,2431.245596930122,4026.942641589495
2020-01-31,Well_A,6026.888039507889,7249.186272180798,2588.6549829719083,4050.0363063772907
2020-02-01,Well_A,6043.933906357504,7173.510357343865,2491.656318316207,3932.0611036842893
2020-02-02,Well_A,6019.305927791099,7170.248968749044,2459.0723660163476,3993.17469448809
2020-02-03,Well_A,5945.19797777156,7152.849010021285,2528.1095546275446,3975.5410287051113
2020-02-04,Well_A,5961.401953030992,7269.5665088625565,2449.837521554213,3956.421180883413
2020-02-05,Well_A,5967.908783392072,7079.700366847636,2510.634150440755,3991.5582479345694
2020-02-06,Well_A,6071.361741294214,7176.522286426137,2470.1479792716045,3953.5381299265364
2020-02-07,Well_A,6021.789914581627,7134.276414608378,2420.971103898454,3968.2887765302316
2020-02-08,Well_A,5911.3454796036,7041.764891294602,2475.2688264494177,3923.6406357671317
2020-02-09,Well_A,5896.589966371601,7078.508787070798,2433.2854417380504,3968.1358435250722
2020-02-10,Well_A,5892.003607130296,7171.51360699109,2456.648673130507,4017.358985422077
2020-02-11,Well_A,6075.971266378646,7161.357496722547,2459.39267036009,3966.8488924210837
2020-02-12,Well_A,5949.040657319757,6975.191704142645,2544.93305732255,3970.6222988144573
2020-02-13,Well_A,5909.291531284759,7042.461275347996,2449.322779852303,4018.674253371253
2020-02-14,Well_A,5931.451906102656,7166.936252075077,2438.190810164219,3991.1245730622595
2020-02-15,Well_A,6001.505039263167,7000.24014488098,2460.8009284400187,3957.323933770903
2020-02-16,Well_A,5941.798117333735,7111.211280887342,2467.484315757651,3995.7872339504784
2020-02-17,Well_A,5983.189447772031,7086.745277282252,2405.5589809046305,3969.1755927397753
2020-02-18,Well_A,5884.638790542723,7142.997172112019,2535.9165006467592,3976.614645239109
2020-02-19,Well_A,5992.466704152149,7103.610067435115,2537.7391831850528,3977.6049283925836
2020-02-20,Well_A,5961.856429889064,7115.889333720797,2553.8735670509327,3984.4633841160253
2020-02-21,Well_A,5942.137146251122,7015.410053904334,2484.777037302203,3988.0925863946472
2020-02-22,Well_A,5909.282743754894,7020.317430975912,2465.8710638131697,4039.627772640514
2020-02-23,Well_A,5971.38076320676,7053.780873479546,2466.941655943435,3978.6475226560997
2020-02-24,Well_A,5843.049177715869,7003.344502895699,2475.2805797486703,3997.015638139899
2020-02-25,Well_A,5935.160837892128,6990.316698816674,2313.1545952152146,3961.380594453971
2020-02-26,Well_A,5894.943439885847,6979.5111179997975,2496.385605438819,3999.8597304662803
2020-02-27,Well_A,5930.848816164453,6987.505499727236,2432.2409677705605,4006.2374028194995
2020-02-28,Well_A,5898.599188457142,6971.959351179634,2425.389304590622,4012.3425574094886
2020-02-29,Well_A,5858.369686368488,6964.091890608176,2456.260541781782,3976.5626425088944
2020-03-01,Well_A,6005.668670923104,7004.565796020079,2509.29017988424,3968.826778400391
2020-03-02,Well_A,5962.062941572683,6892.179497999453,2503.539631014645,3936.974379050597
2020-03-03,Well_A,5869.533673229675,6867.26090342687,2483.8706493526106,3942.1594910378135
2020-03-04,Well_A,5995.8204399901215,7003.605215571308,2437.1330112797486,3952.4246427256494
2020-03-05,Well_A,5985.29276770174,7026.998415396284,2472.3975731411983,3954.3842083575023
2020-03-06,Well_A,5936.821330786376,6911.952987182532,2440.2240817401944,3960.690534677139
2020-03-07,Well_A,5852.637243457124,7002.421116713164,2495.106382963058,3942.57202513022
2020-03-08,Well_A,5977.857509093194,6911.353559077203,2375.1053224013685,3988.445255628992
2020-03-09,Well_A,5902.315375892942,6990.596610504851,2347.836067677734,3984.5916961941784
2020-03-10,Well_A,5832.890255116801,6936.601707884743,2563.5095879753894,3960.3665169434544
2020-03-11,Well_A,5961.051605315847,6899.400290109876,2478.042549231028,3930.5791861965827
2020-03-12,Well_A,5803.67950667333,6954.258252622336,2346.696747788765,3988.044523421382
2020-03-13,Well_A,5858.189732947158,6744.296596199509,2390.06514618251,3901.7929757620927
2020-03-14,Well_A,5898.066398960142,6921.116354645363,2533.077892177013,3970.8877335492116
2020-03-15,Well_A,6022.306513704855,6981.695183002457,2383.831456559406,3997.097670373359
2020-03-16,Well_A,5860.692355067674,6883.770879516514,2409.4233010349403,3969.2321933723388
2020-03-17,Well_A,5908.083165147825,6860.561609786109,2455.681876522263,3962.558290708306
2020-03-18,Well_A,5782.6230713324385,6947.2271145012255,2424.3030868438154,3973.6236235444194
2020-03-19,Well_A,5901.4749587150945,6846.867473785698,2480.6652407241863,3927.9603096603482
2020-03-20,Well_A,5836.566595129738,6802.803479295781,2422.677478087963,3961.6032566614736
2020-03-21,Well_A,5921.896500526778,6897.906214569978,2376.885514767155,3997.5444500897406
2020-03-22,Well_A,5892.679890302514,6805.501417446827,2412.4899020724692,3948.1032892397097
2020-03-23,Well_A,5737.838798518741,6632.622308338398,2347.3913378864445,4002.4763621568263
2020-03-24,Well_A,5953.849434440367,6900.514578673064,2342.9490212847463,3952.83919050395
2020-03-25,Well_A,5827.862516466501,6782.604207878425,2440.5509398555173,3949.075576498888
2020-03-26,Well_A,5938.891613327238,6908.272050271212,2415.2043360450834,3983.0158809586924
2020-03-27,Well_A,5917.067542820661,6759.526486378489,2413.8241021473405,3930.7890389178397
2020-03-28,Well_A,5917.147343450491,6802.6676203704865,2352.149976353202,3994.4815354413713
2020-03-29,Well_A,5953.573430046611,6783.560065297343,2390.000708859515,3967.508191758342
2020-03-30,Well_A,5910.34516193075,6881.937260552605,2463.124642556232,3933.315150925213
2020-03-31,Well_A,5800.849750295324,6801.830679059682,2430.9338587599505,3966.9188981924594
2020-04-01,Well_A,5807.909977191672,6826.9762104077645,2371.9086993401793,3985.5678076806157
2020-04-02,Well_A,5853.204836989709,6794.883592661822,2422.944044941548,3956.2044437451023
2020-04-03,Well_A,5842.368222625535,6812.648093653077,2387.1071048983476,3924.4525426835767
2020-04-04,Well_A,5860.432361077085,6822.171152918286,2430.2107980966243,3973.1324142692524
2020-04-05,Well_A,5782.800747734306,6739.858271916731,2399.1214279363685,3954.8606844970714
2020-04-06,Well_A,5908.842256492566,6709.9015027295745,2515.910626988632,3933.842240007894
2020-04-07,Well_A,5781.220786561294,6840.761293106358,2380.7661990923293,3956.2128128034974
2020-04-08,Well_A,5779.019980417326,6722.649518610512,2357.0130359401332,3942.8092025101887
2020-04-09,Well_A,5910.0310073994,6690.424494313609,2395.801460123411,3901.472154728093
2020-04-10,Well_A,5804.886667438976,6645.157385529185,2511.266001234746,3894.194159246785
2020-04-11,Well_A,5796.161411299522,6793.941847038924,2396.203263895207,3965.7737617357925
2020-04-12,Well_A,5791.135835562013,6839.510351483623,2381.1715452915687,3955.4894910993607
2020-04-13,Well_A,5698.230027444172,6680.489658459438,2412.475222882005,3956.0071873804122
2020-04-14,Well_A,5856.4292786246915,6697.2175705459595,2351.694004241912,3975.40382688466
2020-04-15,Well_A,5816.96402278573,6719.725308689783,2404.657185267983,3946.0757674174506
2020-04-16,Well_A,5741.744027806215,6731.62693536478,2366.6105754587534,3969.4887540092745
2020-04-17,Well_A,5768.570655873835,6628.1002881812865,2376.2805388922734,3942.7504595591613
2020-04-18,Well_A,5854.190071439751,6607.034299558507,2352.7082508812905,3964.5727854152246
2020-04-19,Well_A,5763.832205034671,6634.308978820439,2330.737388356554,3910.1801942238517
2020-04-20,Well_A,5809.609796026415,6628.271483483978,2438.5463862315405,3932.8849267538267
2020-04-21,Well_A,5736.089739023784,6640.5553421372615,2436.759324606308,3937.506576198799
2020-04-22,Well_A,5714.012892070419,6667.941980108842,2380.24527428111,3976.36112455417
2020-04-23,Well_A,5814.053126774964,6555.01415368901,2417.1167593245195,3964.1042320860556
2020-04-24,Well_A,5749.417570014881,6575.490766332943,2421.9892978410685,3954.8142287916544
2020-04-25,Well_A,5846.593102275853,6612.89467797718,2457.136345999264,4000.435779737969
2020-04-26,Well_A,5801.30863079547,6499.787015644326,2452.202412218392,3918.698096605639
2020-04-27,Well_A,5812.5768270177905,6604.858595712074,2331.5164139938192,3966.120800885018
2020-04-28,Well_A,5790.230666776384,6610.212367541044,2435.1571220890173,3989.2470691062913
2020-04-29,Well_A,5770.774813828138,6546.945060072941,2392.5624605795083,3982.6395646791134
2020-04-30,Well_A,5807.108416477442,6579.671360628998,2392.511596060448,3964.082867009482
2020-05-01,Well_A,5671.7850553752605,6592.33071992306,2408.9881077609557,3932.64285614759
2020-05-02,Well_A,5772.279834512158,6553.169674359071,2415.8242549022307,3972.0186925970124
2020-05-03,Well_A,5727.4339582453995,6575.557549930307,2435.008958243557,3934.4261010261566
2020-05-04,Well_A,5746.57644143878,6564.093451494701,2304.84192162343,3929.8459397951265
2020-05-05,Well_A,5767.1216916115,6472.0017746172125,2336.7103117751167,3970.2474883895393
2020-05-06,Well_A,5751.617101357759,6600.870977454177,2339.220818533688,3916.504892492389
2020-05-07,Well_A,5686.075162774247,6610.518004415609,2333.4550015660207,3920.9585262691207
2020-05-08,Well_A,5681.605978100175,6459.34348207682,2373.545559057886,3972.117899485737
2020-05-09,Well_A,5759.599851054432,6608.678250652302,2349.0393566899384,3898.7652695122033
2020-05-10,Well_A,5701.825627600525,6591.372692824558,2452.609906912936,3960.1949044957364
2020-05-11,Well_A,5696.428508608457,6512.011621477313,2314.779756576103,3942.4634991831285
2020-05-12,Well_A,5707.892692683149,6551.937504124106,2445.8205481831023,3910.304275528783
2020-05-13,Well_A,5763.4292694167025,6590.91002129167,2355.304254593453,3967.6292054614905
2020-05-14,Well_A,5665.953357883948,6637.487400974299,2441.1591805466514,3917.8957562127534
2020-05-15,Well_A,5784.522088224586,6529.289347719903,2307.6332399011485,3924.877763573527
2020-05-16,Well_A,5651.895654259429,6513.835616727494,2244.8368279233523,3916.8613774781948
2020-05-17,Well_A,5711.356836773089,6450.866961067265,2342.337439592719,3972.1997375132078
2020-05-18,Well_A,5696.766950197057,6555.140845105127,2289.26706663206,3912.8830762070656
2020-05-19,Well_A,5756.27295780003,6432.821733595955,2350.8844604529445,3943.868205645698
2020-05-20,Well_A,5663.332519071982,6499.110318356254,2330.3114862627694,3914.6253113362764
2020-05-21,Well_A,5682.218540648005,6433.147802599508,2418.570770965421,3933.986902531946
2020-05-22,Well_A,5634.628872010132,6360.360576408119,2359.9897823549018,3948.8525917763304
2020-05-23,Well_A,5641.880000959956,6544.867196199049,2365.133857876863,3937.750208001769
2020-05-24,Well_A,5728.822891843804,6371.570365971825,2447.0087112573847,3923.0075741887613
2020-05-25,Well_A,5719.0765621891405,6473.139548489224,2297.35163895866,3986.629247324593
2020-05-26,Well_A,5648.734047231879,6451.703872473711,2416.1841552359356,3913.3146613534022
2020-05-27,Well_A,5669.390597476307,6434.404588809771,2509.2889819666016,3943.5380073236965
2020-05-28,Well_A,5643.246777398689,6500.983977443226,2389.777948488525,3961.6825055479053
2020-05-29,Well_A,5667.891765327177,6402.1786119740345,2394.453838814901,3947.3860431385942
2020-05-30,Well_A,5621.396135905117,6462.388448145209,2358.3530312807206,3938.76369365269
2020-05-31,Well_A,5694.784874120894,6450.217961672661,2372.5572629145804,3865.686624263696
2020-06-01,Well_A,5597.043339676678,6446.8857881391705,2375.6326157177064,3930.027305098597
2020-06-02,Well_A,5565.474615415344,6399.190739331629,2338.0096445758154,3955.3844151096746
2020-06-03,Well_A,5675.782823797426,6486.859453730332,2437.1938240568284,3912.23173927322
2020-06-04,Well_A,5617.310459233272,6326.7683123639845,2355.3435917912348,3959.3253573521015
2020-06-05,Well_A,5665.714589151885,6319.69806781495,2369.817181030858,3947.435136103341
2020-06-06,Well_A,5687.229611451104,6372.64132912302,2350.0241531306565,3948.0799320488204
2020-06-07,Well_A,5613.572039209725,6398.728807142046,2349.630248551627,3919.241006199561
2020-06-08,Well_A,5613.065151428939,6456.301426597026,2325.727894930012,3949.6573732067354
2020-06-09,Well_A,5624.869218004868,6381.503271278554,2322.4938899631925,3954.379792799469
2020-06-10,Well_A,5663.224680602223,6399.918849900365,2355.9736278863274,3960.4729097157897
2020-06-11,Well_A,5662.014232229898,6325.889866953953,2335.539161631612,3947.1376055840256
2020-06-12,Well_A,5632.508096847394,6405.298505231238,2367.009311038698,3894.5157214973365
2020-06-13,Well_A,5615.611456380604,6182.387951309578,2452.6484864507643,3879.009825413042
2020-06-14,Well_A,5585.5047268030285,6303.733066094967,2296.240435127169,3854.74164097965
2020-06-15,Well_A,5652.7964163751085,6264.4679114448045,2294.24011303313,3907.112310596889
2020-06-16,Well_A,5556.280300265098,6299.748817795756,2289.134636664674,3898.087877163548
2020-06-17,Well_A,5562.86786411735,6330.962639145912,2370.5795050103256,3913.0771320920157
2020-06-18,Well_A,5565.748398430489,6280.094710651076,2397.453143609955,3920.0502587680817
2020-06-19,Well_A,5592.5448476914835,6286.138113084063,2302.425496072972,3898.4311929142455
2020-06-20,Well_A,5600.501859167154,6361.736756279339,2299.5746189053216,3916.89332112439
2020-06-21,Well_A,5534.698408742421,6167.735059418841,2285.025932243554,3963.664035384344
2020-06-22,Well_A,5614.088496285512,6166.64073911481,2395.3810943378667,3911.5312906535346
2020-06-23,Well_A,5555.907834493988,6198.720181425311,2353.2612673218046,3881.8242675763368
2020-06-24,Well_A,5648.658185374082,6338.134807272768,2475.11197112006,3911.131401407328
2020-06-25,Well_A,5586.621717598338,6270.580958282396,2282.9978476968436,3928.5241829831875
2020-06-26,Well_A,5574.5975467978005,6336.207151453484,2302.103902192632,3949.9949583062307
2020-06-27,Well_A,5605.154874617259,6304.09942238909,2293.9172265046755,3831.292254910897
2020-06-28,Well_A,5480.735974662095,6299.45189819144,2212.066195024199,3900.268707154193
2020-06-29,Well_A,5607.5760595427,6387.4024597092875,2365.8230819424157,3892.0487751331943
2020-06-30,Well_A,5607.6355913895,6266.480638461818,2392.0129897494544,3959.3240984324393
2020-07-01,Well_A,5533.50133205585,6225.031981371989,2281.3134929849775,3944.7341611853126
2020-07-02,Well_A,5548.417667661152,6278.034023408988,2404.4219372404395,3881.028083972906
2020-07-03,Well_A,5543.9875845728475,6170.148299596069,2392.9336570058417,3910.1187955852683
2020-07-04,Well_A,5567.580179824724,6299.094418091561,2316.7385850067026,3947.1867893329395
2020-07-05,Well_A,5530.248135618118,6222.453733728553,2277.752255384406,3915.0032212486635
2020-07-06,Well_A,5527.348534362212,6265.5847758435675,2289.3725854194745,3850.117558275947
2020-07-07,Well_A,5539.767252129279,6233.893522535438,2295.9928138482674,3894.94986907735
2020-07-08,Well_A,5580.523327952466,6144.862818687636,2438.8162059779374,3897.4978079059706
2020-07-09,Well_A,5477.692314266577,6164.414175801639,2317.3838586555444,3967.822814658016
2020-07-10,Well_A,5632.72692537418,6285.773775413382,2386.913216446428,3908.8175288693374
2020-07-11,Well_A,5575.194606289655,6239.510451862786,2288.2157537649377,3924.9167830767838
2020-07-12,Well_A,5520.507942328758,6287.097153428055,2334.7024011317612,3898.8735793105457
2020-07-13,Well_A,5482.475452809819,6195.140211981874,2332.3809992472593,3830.1941686298687
2020-07-14,Well_A,5503.902331637204,6221.973166360578,2299.65812017349,3903.730433626988
2020-07-15,Well_A,5536.853494336413,6181.85612659682,2356.779037345323,3899.005913756626
2020-07-16,Well_A,5556.6524593240965,6195.189902836718,2279.557506307608,3934.3526896783997
2020-07-17,Well_A,5577.835005570192,6157.532178734252,2300.0987909807,3949.274890203078
2020-07-18,Well_A,5532.188266258247,6138.656707148651,2281.609264280833,3952.033980729025
2020-07-19,Well_A,5553.371825564799,6160.408581283426,2287.9919953273898,3888.912849644197
2020-07-20,Well_A,5485.56796250805,6076.223512976767,2241.9715582177205,3869.296889375289
2020-07-21,Well_A,5553.43787160853,6217.76046489872,2344.136241096526,3952.917671792922
2020-07-22,Well_A,5487.867365914111,6145.550311095973,2299.3450147831286,3891.456629141044
2020-07-23,Well_A,5459.353518768496,6141.925454520563,2300.5352716406455,3936.9790284535816
2020-07-24,Well_A,5455.602220510513,6064.097170054783,2319.355327171145,3898.4703077905447
2020-07-25,Well_A,5578.855925536165,6117.3325282142005,2211.820971555099,3888.422817185979
2020-07-26,Well_A,5496.348505845575,6119.952084403635,2275.62557370997,3927.2910088283065
2020-07-27,Well_A,5478.67824973529,6109.704826136563,2286.7002021900335,3871.738882549553
2020-07-28,Well_A,5506.661931793949,6121.955710327916,2287.1202499548504,3902.914342694204
2020-07-29,Well_A,5425.177535866578,6074.560960872048,2345.142775119229,3896.9302655752253
2020-07-30,Well_A,5482.786336507616,5985.616778260515,2259.1558618162235,3944.5359764539353
2020-07-31,Well_A,5425.173087779071,6102.031215155377,2327.3230984297606,3903.969173000087
2020-08-01,Well_A,5505.652396766563,6135.247830604439,2233.473985466598,3848.1159203228895
2020-08-02,Well_A,5484.496269807116,6109.647655603515,2268.3769958379935,3917.2294010705473
2020-08-03,Well_A,5499.206139910369,6087.104995234439,2316.6294508769997,3903.3406658044555
2020-08-04,Well_A,5479.929031566835,5947.054428730813,2270.4796717499626,3866.533930979174
2020-08-05,Well_A,5475.90204651404,6018.316296615209,2315.5959132346225,3893.956708435436
2020-08-06,Well_A,5485.512882115268,6128.734396945524,2324.8837298159897,3929.699907391335
2020-08-07,Well_A,5440.815928809428,6063.851471241843,2371.1087654980633,3941.3887066713705
2020-08-08,Well_A,5424.532885826734,6069.730847255539,2297.256297508697,3919.932673406152
2020-08-09,Well_A,5374.6574496326875,5967.830615969122,2302.653825368426,3901.8669923572634
2020-08-10,Well_A,5430.569877867567,5976.238144468759,2349.883063610997,3878.9010011933365
2020-08-11,Well_A,5453.757668691733,6054.6648112417315,2299.1926605342205,3916.68023234494
2020-08-12,Well_A,5549.932857412702,5991.891558833678,2298.748685454819,3820.260112580036
2020-08-13,Well_A,5568.178551735561,6030.75509021448,2302.8694474191675,3864.2536575800295
2020-08-14,Well_A,5480.904237677529,6059.797403053711,2299.2836960009113,3922.295564172445
2020-08-15,Well_A,5412.947838380514,6074.607418336336,2345.1174731109254,3829.9323948190417
2020-08-16,Well_A,5508.583443983364,6126.429177684378,2395.037833687068,3907.2744384922885
2020-08-17,Well_A,5424.624007956733,5975.3271201407,2216.978593036688,3858.570024466544
2020-08-18,Well_A,5382.499315687165,5973.2924346599775,2279.9048009454723,3905.382436948039
2020-08-19,Well_A,5483.805122927357,6003.19392702913,2201.7261581963594,3858.2766708339846
2020-08-20,Well_A,5449.651250206453,5958.731512017076,2327.096843597036,3933.3845451536604
2020-08-21,Well_A,5436.82023970262,5954.0357488868385,2232.491382235268,3909.215592595073
2020-08-22,Well_A,5448.612937939361,5961.209501341857,2332.636032457347,3888.434267418498
2020-08-23,Well_A,5431.409749072994,5940.347949586007,2342.6312175821836,3858.2987680341043
2020-08-24,Well_A,5499.842814627537,6127.604996146473,2236.8815406939552,3934.541889735939
2020-08-25,Well_A,5378.929561411925,5934.650470629869,2318.6813882747624,3919.260213438594
2020-08-26,Well_A,5403.522294208168,5951.126828600697,2241.292419384789,3880.5402946963054
2020-08-27,Well_A,5423.830265365559,5965.110772703319,2279.592091820171,3882.8425685181724
2020-08-28,Well_A,5398.603681165195,5920.255937676081,2245.0806730191025,3851.9720665638415
2020-08-29,Well_A,5461.038098992032,5982.311662605669,2197.0623978249973,3866.5783658186924
2020-08-30,Well_A,5493.806995372482,6040.5181294867825,2361.996136118129,3907.6672959097627
2020-08-31,Well_A,5450.012127462413,5908.070345469639,2131.803616657388,3887.095676416236
2020-09-01,Well_A,5472.8915198921595,5884.292302611258,2365.286596846288,3875.8904936775825
2020-09-02,Well_A,5362.52188462968,5953.688180706099,2305.6909373012886,3884.7104922994345
2020-09-03,Well_A,5394.976430608074,5800.483963100972,2352.1409813476257,3891.9435792119143
2020-09-04,Well_A,5452.695384460225,5951.745027630444,2441.5079491016054,3892.0512203809208
2020-09-05,Well_A,5403.775933444598,5903.147937292942,2288.6720818390722,3848.3647131324988
2020-09-06,Well_A,5344.729286417388,5976.365155636653,2275.673862064351,3868.6558051935303
2020-09-07,Well_A,5345.43160433079,5887.857219081566,2216.917398669425,3881.4091900598096
2020-09-08,Well_A,5447.877087880588,5749.762507161211,2292.6329824392774,3850.874995525547
2020-09-09,Well_A,5430.725631798822,5922.919729960312,2221.8937025192804,3826.666480397374
2020-09-10,Well_A,5461.826604013409,5929.658069216952,2356.634277199198,3934.912826787737
2020-09-11,Well_A,5351.720096111718,5815.981743141371,2274.3468305052043,3902.98483584307
2020-09-12,Well_A,5392.1221362208025,5781.907964387634,2226.5321443651696,3861.1496359169723
2020-09-13,Well_A,5418.654143497795,5830.982381123503,2262.5805952055507,3910.51080290208
2020-09-14,Well_A,5399.787666139596,5715.217074664648,2247.016838547166,3853.816772335771
2020-09-15,Well_A,5348.5042300390305,5817.650022785312,2175.6428000070728,3883.217656841969
2020-09-16,Well_A,5439.652339197042,5868.718446176276,2210.465046354518,3847.8934771197314
2020-09-17,Well_A,5384.380992617174,5808.954184961785,2292.448009685301,3862.723274401739
2020-09-18,Well_A,5370.895523787121,5945.7790736995075,2215.0179406995494,3891.695121231182
2020-09-19,Well_A,5445.925897470874,5876.0291814115035,2187.6593263683963,3928.180840810576
2020-09-20,Well_A,5315.395006393268,5757.915876977571,2267.6838763789024,3884.516375656344
2020-09-21,Well_A,5339.403483092421,5839.185875208422,2365.130965602972,3871.791365151713
2020-09-22,Well_A,5351.694793540512,5796.780601194009,2229.4760453953454,3915.847927263632
2020-09-23,Well_A,5241.215183915909,5819.363429370408,2231.4164761031625,3795.5980144935634
2020-09-24,Well_A,5298.602481812207,5787.732089245029,2333.408348936355,3849.076498776205
2020-09-25,Well_A,5364.674428453422,5897.979630650578,2265.0544119032093,3858.0009335927343
2020-09-26,Well_A,5421.620997313396,5886.776168689782,2297.081454208637,3879.0735455570903
2020-09-27,Well_A,5403.33166941355,5814.244092762035,2222.440881557168,3891.5075383256826
2020-09-28,Well_A,5262.478558721838,5759.716382533154,2291.0982816276746,3904.6672410486212
2020-09-29,Well_A,5291.59987309312,5779.000191689269,2260.683978862251,3859.235846752204
2020-09-30,Well_A,5369.689575506531,5760.374103448445,2148.9712238546817,3892.148554268835
2020-10-01,Well_A,5430.453001447786,5833.775478145334,2340.0402359124296,3903.809682250722
2020-10-02,Well_A,5365.79987399418,5894.850443189699,2297.504670772185,3854.0184121141774
2020-10-03,Well_A,5238.2745441267725,5697.890214167266,2314.769324762783,3933.1691816399966
2020-10-04,Well_A,5327.174312700748,5728.865019754605,2213.781935705714,3899.045813246571
2020-10-05,Well_A,5354.206060487888,5744.505403671338,2266.3328172422057,3877.714664863143
2020-10-06,Well_A,5272.516116096923,5666.196162808326,2283.5412252157334,3868.4023595893277
2020-10-07,Well_A,5365.230302373894,5756.945643481346,2348.352441198059,3841.8599772461644
2020-10-08,Well_A,5323.65011449781,5781.761046151957,2171.0710912226873,3839.556944046795
2020-10-09,Well_A,5304.94869270036,5815.28866712632,2225.5954778902897,3837.148217249955
2020-10-10,Well_A,5392.515402409398,5699.017414601232,2154.0500934046054,3836.9580597260156
2020-10-11,Well_A,5363.738975941572,5797.573059280081,2263.4060016570656,3868.6907458213727
2020-10-12,Well_A,5374.8556182537895,5803.311114200728,2147.144703791965,3889.237136622545
2020-10-13,Well_A,5352.633641581129,5631.589867591807,2260.7147554890057,3892.7359970205925
2020-10-14,Well_A,5327.9574522435605,5696.4175969739545,2173.2563925271666,3850.482570001495
2020-10-15,Well_A,5333.298937281053,5713.637406480191,2176.2142237335547,3856.8864817610342
2020-10-16,Well_A,5267.820856181503,5693.939706509519,2191.116948680585,3912.7619653376173
2020-10-17,Well_A,5234.396147480176,5776.368749933822,2169.1637667274035,3872.3549379041474
2020-10-18,Well_A,5291.177439058542,5787.798165300649,2193.7357489632773,3866.3800219742657
2020-10-19,Well_A,5310.0499549517235,5743.117387315691,2301.0674828658007,3874.980534153416
2020-10-20,Well_A,5245.739414390254,5648.58503844696,2163.430792297306,3863.6542150403734
2020-10-21,Well_A,5232.465440963905,5766.709119396883,2186.4781861060974,3822.2021577091637
2020-10-22,Well_A,5267.7960186375285,5659.302058432574,2303.4488204149393,3885.331350897364
2020-10-23,Well_A,5335.972962769465,5669.7533628382525,2204.104446634232,3875.3746679833375
2020-10-24,Well_A,5280.939583936198,5599.608671736481,2316.8023700603962,3841.9142393382945
2020-10-25,Well_A,5244.09839526995,5733.74808676004,2264.730004784692,3891.320502546997
2020-10-26,Well_A,5182.844672249616,5694.170607975309,2210.6827217350115,3914.453982383081
2020-10-27,Well_A,5207.08085165314,5573.100882267392,2266.812086837531,3888.7831008723792
2020-10-28,Well_A,5229.184849927124,5588.542028154894,2279.6848513979,3889.6563376811564
2020-10-29,Well_A,5227.394409402344,5597.459566886426,2136.6190667183128,3845.600675308549
2020-10-30,Well_A,5269.349463446333,5730.361135637359,2220.8668755737426,3885.7652985120017
2020-10-31,Well_A,5277.446152689977,5711.543321487654,2197.2393272665595,3880.993701620426
2020-11-01,Well_A,5210.62436748202,5569.22995887919,2214.0282278450504,3868.584144529729
2020-11-02,Well_A,5263.460067683724,5675.380926185544,2159.4513935750756,3865.197029762157
